taxon_id	order	scientific_name	massg	diet	realm	gisfrag_high	high_hfp_change_high	high_hfp_change_medium_unsuitable	high_hfp_extent_high	high_hfp_extent_medium_unsuitable	gisfrag_medium_unsuitable	proportion_high	gestation_length	weaning_age	trans_first_last
18	Rodentia	Abrocoma boliviensis	158	Herbivore	Neotropical			0		100	1426.852324	0	97.008	32.992	High-risk
137	Chiroptera	Acerodon celebensis	390	Herbivore	Australasian	694.0868955	0.170010201	0.018443039	99.80835214	99.20787149	1361.175677	37.34394859	169.0303406	231.6249775	High-risk
138	Chiroptera	Acerodon humilis	599.6	Herbivore	Australasian	514.5974752	0	0	100	100	489.5249866	52.18882158	160.3567888	170.4594486	High-risk
139	Chiroptera	Acerodon jubatus	1075	Herbivore	Indomalayan	521.6448749	1.790536574	0.695483099	89.00727956	96.23373467	1877.720953	24.22516627	172.0365423	141.7196455	High-risk
140	Chiroptera	Acerodon leucotis	513.2	Herbivore	Indomalayan	726.7089749	1.525998493	0.471976401	97.00452148	99.38053097	813.7065055	43.57032344	160.3567888	170.4594486	High-risk
142	Chiroptera	Acerodon mackloti	470.3	Herbivore	Australasian	486.3723571	0.206789592	0.160902256	99.77597794	99.76240602	4186.009743	8.073027975	157.4327604	155.8816886	High-risk
219	Carnivora	Acinonyx jubatus	46700	Vertebrate carnivore	Afrotropical|Palearctic	28433.16643	1.786460033	1.709714551	59.13915495	87.15379101	950.2444549	85.97545107	92.24	91.42	High-risk
263	Rodentia	Acomys cahirinus	52.5	Omnivore	Afrotropical|Palearctic	21159.61103	1.17148653	0.060719112	37.55855086	15.88356777	6401.448638	73.95063278	38.54	14	Low-risk
265	Rodentia	Acomys cineraceus	20.3	Invertebrate carnivore	Afrotropical	3344.531369	1.595009352	1.370918014	95.24982284	97.34008683	24612.6793	24.45045823	22.5437	17.32718	Low-risk
266	Rodentia	Acomys ignitus	24	Omnivore	Afrotropical	1808.29518	2.198757764	0.507779618	70.41614907	92.01944226	8673.456128	30.33535187	20.6949	18.37491	Low-risk
267	Rodentia	Acomys kempi	22	Omnivore	Afrotropical	2420.190038	3.088172043	1.932322841	80.03311828	91.97809383	4513.610721	40.57296924	22.55304	26.59464	Low-risk
268	Rodentia	Acomys louisae	20.2	Omnivore	Afrotropical	2185.631853	1.42345595	1.705089686	95.85047301	95.24371874	24073.15445	29.35108213	23.89353	26.50786	Low-risk
270	Rodentia	Acomys mullah	28.4	Omnivore	Afrotropical	1570.39243	1.669266593	0.977821479	96.78330278	97.91188681	5229.683333	54.68133851	23.55813	26.29195	Low-risk
272	Rodentia	Acomys percivali	22	Omnivore	Afrotropical	1194.858615	5.918795459	3.279331937	82.1632325	93.4437514	15635.39581	22.87022734	22.55304	26.59464	Low-risk
273	Rodentia	Acomys russatus	49.8	Omnivore	Palearctic	6761.483962	3.181629525	0.862386031	70.42763136	93.24222304	2657.842255	85.25747974	34	26.36411	Low-risk
275	Rodentia	Acomys subspinosus	21	Omnivore	Afrotropical	330.7192562	0.165310275	0.222629854	99.31332655	98.92761394	2073.928219	10.87805527	21.6315	24.98317	Low-risk
276	Rodentia	Acomys wilsoni	18.5	Omnivore	Afrotropical	2472.106585	3.506682183	1.280464193	84.28322589	95.88197855	17590.58704	29.06764082	39	26.42169	Low-risk
278	Rodentia	Aconaemys fuscus	133.5	Herbivore	Neotropical	655.3115466	0.467584987	0.471417966	96.35199461	89.66221232	2112.093853	46.87236952	24.88021	22.86139	Low-risk
512	Cetartiodactyla	Addax nasomaculatus	70000.3	Herbivore	Palearctic	20559.41988	0	0	1.623741816	100	655.9872554	99.4977288	262.74	198	High-risk
547	Rodentia	Handleyomys fuscatus	49.5	Omnivore	Neotropical	827.8415626	0.626091144	0.440611821	98.47089278	96.30358154	4732.801014	20.7618357	23.70233	26.90359	Low-risk
548	Rodentia	Aepeomys lugens	37	Herbivore	Neotropical	678.1102511	0	0	100	100	2035.39022	32.04188186	23.32237	25.25216	Low-risk
550	Cetartiodactyla	Aepyceros melampus	52500.1	Herbivore	Afrotropical	1048.929506	1.805400861	2.192190816	89.5891629	89.70084197	1774.563514	36.48477519	196.74	150	Low-risk
555	Rodentia	Aeretes melanopterus	732.4	Herbivore	Palearctic	734.146645	0	0.208536077	85.51807411	88.66722276	3885.905279	23.4479667	38.44557	36.74385	High-risk
557	Rodentia	Aeromys thomasi	1435	Omnivore	Indomalayan	1003.003417	13.97184692	5.851323365	51.36027389	83.68102616	1010.657663	58.53566597	62.397	77.029	Low-risk
565	Chiroptera	Aethalops alecto	15	Herbivore	Indomalayan	965.1349458	5.898653998	5.623088515	71.34072315	80.29154432	9622.328719	11.11251724	123.080811	65.70730224	Low-risk
567	Rodentia	Aethomys silindensis	107.6	Herbivore	Afrotropical	1038.668518	0	0	100	100	919.8075145	60.33338607	30.653	27.242	High-risk
568	Rodentia	Aethomys bocagei	107.6	Herbivore	Afrotropical	659.0897094	4.528193049	2.451815064	89.64692592	94.80903394	1421.953873	33.2440115	23.55813	26.29195	Low-risk
569	Rodentia	Aethomys chrysophilus	74.9	Herbivore	Afrotropical	3118.544411	1.505517275	1.188672836	80.77907076	90.44822891	4000.827619	48.31795433	26.17	24.88	Low-risk
570	Rodentia	Micaelamys granti	40	Omnivore	Afrotropical	330.9309848	0.441919192	0.191141728	94.6969697	96.74676779	12710.23088	1.171009543	21.35106	24.44349	Low-risk
571	Rodentia	Aethomys hindei	103.5	Herbivore	Afrotropical	802.3389676	7.78613948	2.88301729	73.16075862	80.24711422	5449.386641	22.70349987	24.66	23.75134	Low-risk
572	Rodentia	Aethomys kaiseri	90	Herbivore	Afrotropical	1121.191587	2.963059496	1.535855654	91.13808832	91.3461109	3534.129205	58.58797168	27	26	Low-risk
573	Rodentia	Micaelamys namaquensis	57.1	Omnivore	Afrotropical	13614.17401	0.811087519	0.761733634	81.40282483	93.79751811	586.8602669	81.25287977	21.99	27.5	Low-risk
574	Rodentia	Aethomys nyikae	77	Herbivore	Afrotropical	1072.081461	6.495714031	2.998921874	84.86899033	89.89518016	1176.093217	68.25882349	23.87375	27.12515	Low-risk
575	Rodentia	Aethomys stannarius	107.6	Herbivore	Afrotropical	1333.48479	0	0	100	99.96950538	656.8950405	71.33315827	29.799	26.876	High-risk
576	Rodentia	Aethomys thomasi	107.6	Herbivore	Afrotropical	398.0406332	1.410471293	1.008292825	95.2061021	96.8203419	1116.182257	25.70183782	23.55813	26.29195	Low-risk
699	Rodentia	Cuniculus paca	8000	Herbivore	Neotropical	3149.420792	1.925302854	1.264898909	27.91153089	78.99495062	2990.445961	58.74075218	116.24	82.75	Low-risk
700	Rodentia	Cuniculus taczanowskii	8999.9	Herbivore	Neotropical	878.2061503	3.179154615	4.215742248	73.86158091	68.93630219	4840.474374	29.76613569	121.77562	80.48632	High-risk
712	Carnivora	Ailuropoda melanoleuca	108400	Omnivore	Indomalayan|Palearctic	1137.810577	0.27554535	0.187416332	70.74626866	81.52610442	553.7223793	77.801037	134.99	178.98	Low-risk
714	Carnivora	Ailurus fulgens	4900	Omnivore	Indomalayan|Palearctic	807.821507	2.243381015	0.798142306	83.10210864	85.63206678	3855.069581	30.38626799	131.5	136.87	High-risk
723	Rodentia	Akodon aerosus	60	Omnivore	Neotropical	973.8133526	4.888058457	3.629213281	55.07991058	57.93093541	1687.876669	51.72524671	24.04622	27.17203	Low-risk
724	Rodentia	Akodon affinis	24.9	Omnivore	Neotropical	816.6835796	0.823898368	1.066677821	97.31568596	93.99732285	1379.262163	44.00845162	23.29667	23.48638	Low-risk
725	Rodentia	Akodon albiventer	21.8	Omnivore	Neotropical	1564.089649	0.825790996	2.01151052	83.66511181	66.80378652	2138.253645	58.8634544	68.98505	82.97482	Low-risk
726	Rodentia	Akodon azarae	25	Omnivore	Neotropical	2282.754108	0.28041977	0.045217729	90.40341231	98.15086364	2409.248736	30.27613097	23	14.44	Low-risk
727	Rodentia	Neomicroxus bogotensis	13	Omnivore	Neotropical	648.0442968	0.548898338	1.37831204	99.38925396	98.32798372	2495.936937	21.30323061	29.65991	28.38731	Low-risk
728	Rodentia	Akodon boliviensis	27.5	Omnivore	Neotropical	1476.845889	0.169432552	0.996940337	98.88582969	94.73227945	2300.100687	60.85515308	22.6774	23.03109	Low-risk
729	Rodentia	Akodon budini	26.9	Omnivore	Neotropical	838.7781308	3.609803211	0.678886626	65.9181456	83.74066531	4717.797965	41.22518933	23.42193	27.07119	Low-risk
730	Rodentia	Akodon cursor	39.9	Omnivore	Neotropical	482.8452965	0.511950655	0.22440462	88.6538165	94.793236	6242.196073	11.74757431	29.97862	28.91294	Low-risk
731	Rodentia	Akodon dayi	32.5	Omnivore	Neotropical	458.1631271	2.281368821	3.693429613	86.55375043	75.38428541	8555.249359	4.00789989	24.14854	26.99805	Low-risk
733	Rodentia	Akodon fumeus	22.7	Omnivore	Neotropical	1248.798151	3.74457551	1.374574481	77.08665762	94.07676957	3154.863555	44.04224922	22.56965	26.61842	Low-risk
735	Rodentia	Abrothrix illutea	47.8	Omnivore	Neotropical	835.3296282	2.688486265	0.578484815	84.36002338	79.81977973	9032.359299	23.99679786	24.05556	27.44383	Low-risk
736	Rodentia	Akodon iniscatus	28.7	Omnivore	Neotropical	5376.779471	1.385286293	2.028124188	84.42212627	82.98746428	798.9282991	89.26053174	27.32223	25.07844	Low-risk
737	Rodentia	Akodon juninensis	39	Omnivore	Neotropical	584.5542898	0.473890458	0.215879869	97.8401531	97.68458258	2622.994429	18.905678	24.14294	27.13332	Low-risk
738	Rodentia	Deltamys kempi	26.4	Omnivore	Neotropical	1739.179367	0.027722333	0	73.28121535	98.19915691	3569.930738	13.11324844	45.90814	55.55319	Low-risk
739	Rodentia	Akodon kofordi	29.5	Omnivore	Neotropical	304.6924154	1.944444444	3.05027023	75	64.99592804	3017.317652	2.557094818	24.08664	26.89172	Low-risk
740	Rodentia	Abrothrix lanosus	32.5	Omnivore	Neotropical	1204.138109	10.19226721	4.451012779	46.13360466	49.44797009	1333.048757	71.31914894	23.83657	26.88486	Low-risk
741	Rodentia	Neomicroxus latebricola	39	Omnivore	Neotropical	788.7254936	10.20895522	7.438316401	60.53731343	66.69085631	876.9358404	55.04364338	24.14294	27.13332	High-risk
743	Rodentia	Abrothrix longipilis	37.6	Omnivore	Neotropical	3099.76868	1.191262211	1.034314583	80.48042362	68.3761077	697.1847489	84.79770602	27.25208	24.65161	Low-risk
746	Rodentia	Akodon mimus	24	Omnivore	Neotropical	635.595247	1.906084322	0.416308068	96.01110831	98.64699878	5424.861847	13.72037403	20.6949	18.37491	Low-risk
747	Rodentia	Akodon molinae	33	Omnivore	Neotropical	9765.631588	1.260936276	0.292421281	83.00334073	93.92539218	2177.537769	85.59864432	23	26	Low-risk
748	Rodentia	Akodon mollis	30.4	Omnivore	Neotropical	988.2286459	0.28726627	2.669273222	94.77828267	81.5283987	2457.164042	28.58445706	24.22411	26.90728	Low-risk
750	Rodentia	Thaptomys nigrita	19.9	Invertebrate carnivore	Neotropical	852.502893	0.145998103	0.051084918	93.87465808	98.3337152	957.0078098	44.40536884	30.96921	38.51091	Low-risk
751	Rodentia	Abrothrix olivaceus	27	Omnivore	Neotropical	3082.937695	0.997433938	0.427680129	80.41011474	64.62456393	2149.039161	77.77349624	22.94841	25.43643	Low-risk
752	Rodentia	Akodon orophilus	39	Omnivore	Neotropical	1569.078147	2.742339335	4.815280796	51.12674377	55.9819284	4104.216992	48.95199122	24.14294	27.13332	Low-risk
753	Rodentia	Akodon lutescens	20.7	Omnivore	Neotropical	1295.162696	0.021234291	0.607395989	98.71436017	92.50850354	10007.49498	29.4547861	26.83525	25.18352	Low-risk
754	Rodentia	Abrothrix sanborni	24.7	Omnivore	Neotropical	754.1742703	0.669506999	0.600700818	87.0764861	56.87468713	1304.351523	45.31748249	22.88517	23.64112	High-risk
756	Rodentia	Akodon serrensis	28.3	Omnivore	Neotropical	687.2418182	0.097968667	0.035110846	92.47722012	97.7251868	990.2567461	41.47854963	22.5787	26.35721	Low-risk
757	Rodentia	Akodon siberiae	34.6	Omnivore	Neotropical	792.7973521	4.738227552	2.595169233	69.37701082	83.9013523	4148.60793	21.21375343	24.14109	26.95225	High-risk
758	Rodentia	Akodon simulator	42.5	Omnivore	Neotropical	870.9820508	2.335984095	1.680750475	78.64811133	82.64341287	7527.252178	31.94130333	22.78343	25.31118	Low-risk
760	Rodentia	Akodon subfuscus	30.4	Omnivore	Neotropical	1237.501647	0.509990637	0.567703953	94.99571688	90.91954023	2071.110195	58.43122218	24.22411	26.90728	Low-risk
761	Rodentia	Akodon surdus	39	Omnivore	Neotropical	911.420102	0.241935484	0.524175328	45.68548387	83.59692725	3510.454251	31.09079768	24.14294	27.13332	High-risk
762	Rodentia	Akodon sylvanus	39	Omnivore	Neotropical	878.5461252	3.115549215	0.216665162	76.95292439	91.12124221	3648.843549	44.26299392	24.14294	27.13332	Low-risk
763	Rodentia	Akodon toba	51.2	Omnivore	Neotropical	2336.484149	2.428726052	3.183091729	55.22721404	78.11791936	717.4486994	81.61231747	23.47944	26.81375	Low-risk
764	Rodentia	Akodon torques	39	Omnivore	Neotropical	795.6615893	0.817244405	0.95618667	69.3451075	70.47442354	3613.421117	27.16353677	24.14294	27.13332	Low-risk
765	Rodentia	Necromys urichi	34	Herbivore	Neotropical	2571.76157	0.2975407	0.87632212	22.97956356	68.49058765	1015.844557	84.59921101	26.91117	27.26788	Low-risk
811	Cetartiodactyla	Alcelaphus buselaphus	171001.5	Herbivore	Afrotropical|Palearctic	2593.201791	1.744250805	2.305455205	84.60447117	87.25617749	2638.61625	46.56534045	242.66	188.73	Low-risk
843	Chiroptera	Alionycteris paucidentata	16.2	Herbivore	Indomalayan	702.761513	0	0	97.403946	96.40223062	3239.69936	14.89860994	121.107174	58.31652871	Low-risk
850	Rodentia	Allactaga tetradactyla	52	Omnivore	Palearctic	3030.171192	0.054147715	0.135196034	87.16699155	77.28706625	801.3667743	80.74036607	22.84842	25.71092	High-risk
851	Rodentia	Allactaga balikunica	72.5	Omnivore	Palearctic	23849.06487	0.476791174	1.351351351	23.35335999	80.95238095	475.4872424	99.34298234	23.19317	25.94195	Low-risk
852	Rodentia	Allactaga bullata	87	Omnivore	Palearctic	33575.48575	0.370441022	0.533310019	49.2903299	85.21691826	1282.031515	93.42302417	29.11416	27.82166	Low-risk
854	Rodentia	Allactaga euphratica	70	Omnivore	Palearctic	737.8004022	0.749876289	3.94159289	97.10707624	62.6723249	28621.41928	14.297432	22.88074	23.39616	Low-risk
856	Rodentia	Allactaga hotsoni	76.5	Omnivore	Palearctic	14410.50163	0.682083684	0.554997934	69.83984223	83.32841314	7305.965407	79.66148712	24.27491	28.26361	Low-risk
857	Rodentia	Allactaga major	350	Omnivore	Palearctic	6073.413661	0.118048418	0	97.05602514	97.80274787	8184.682945	40.93892581	32.6202	45.36	Low-risk
858	Rodentia	Allactaga severtzovi	159	Omnivore	Palearctic	10585.10259	3.012398799	0.280053267	89.47522492	90.91965619	3468.545416	82.15946419	30.159	35.934	Low-risk
859	Rodentia	Allactaga sibirica	97.5	Omnivore	Palearctic	10490.55931	0.717004434	0	73.44283066	83.65724536	2064.489593	69.23119916	24.94603	32.33776	Low-risk
860	Rodentia	Allactaga vinogradovi	75.2	Omnivore	Palearctic	3026.557956	0	0	99.88293561	99.73627427	2055.778575	61.66376158	24.30258	27.23278	High-risk
861	Rodentia	Allactodipus bobrinskii	70	Omnivore	Palearctic	7807.67535	1.654115483	0.542677448	89.62911025	89.11769991	1597.500635	87.97669176	25.76498	24.50087	Low-risk
865	Primates	Allenopithecus nigroviridis	4750	Omnivore	Afrotropical	3047.947853	11.07074801	7.182782683	66.68641986	80.68926232	665.2585813	88.9502587	155.85799	106.15	Low-risk
868	Primates	Allocebus trichotis	77.5	Herbivore	Afrotropical	1179.245232	3.231669474	0.821958021	96.66193812	99.09976026	1436.376234	52.66894981	127.009	93.138	High-risk
875	Rodentia	Allocricetulus eversmanni	115.6	Omnivore	Palearctic	4629.301849	0	0	98.64620629	96.72417224	611.1450756	85.23712114	24.43756	24.5828	Low-risk
899	Carnivora	Vulpes lagopus	4867.7	Omnivore	Nearctic|Palearctic	973.6970316	0.60980011	0.247019041	4.973866952	6.520141202	5459.007332	43.59847936	52.99	49.5	Low-risk
914	Primates	Alouatta pigra	7000	Herbivore	Neotropical	2661.711701	2.857444409	1.423309064	76.53162687	88.12583228	884.9745255	75.46724295	185.92	384.81354	High-risk
918	Primates	Alouatta ululata	6682.1	Herbivore	Neotropical	607.586182	2.215148759	2.491735684	93.67285956	86.45007642	2245.439179	15.41594291	175.01259	354.86932	High-risk
922	Primates	Alouatta juara	6398.31	Herbivore	Neotropical	3809.75379	1.993063714	1.565165185	22.59220027	74.47123898	1295.477828	81.72341464	190	372	Low-risk
949	Rodentia	Alticola argentatus	37.7	Herbivore	Palearctic	1621.895597	0.947822069	1.199570224	86.88042474	79.64339189	10640.30484	28.7885286	22.37847	18.32563	Low-risk
950	Rodentia	Alticola barakshin	35	Herbivore	Palearctic	466.6585001	0.215610177	0	95.09846198	66.81121489	7588.632602	3.065536309	22.74936	25.6645	Low-risk
951	Rodentia	Alticola lemminus	15.5	Herbivore	Palearctic	634.4429485	0.151269584	0.05211667	7.086651164	8.985568951	2726.078	31.35557793	22.74936	25.6645	Low-risk
952	Rodentia	Alticola macrotis	36	Herbivore	Palearctic	1792.632578	0.078718784	0.377493865	19.78943695	53.72642702	1675.412987	67.80174575	24.12267	26.94898	Low-risk
953	Rodentia	Alticola montosa	19.7	Herbivore	Palearctic	381.9125492	0	0	99.81884058	98.2992465	2908.586415	5.595956824	22.74936	25.6645	High-risk
954	Rodentia	Alticola roylei	37	Herbivore	Indomalayan	381.5866538	0	0	93.78026071	80.66477841	4218.703516	6.96812988	24.357	25.514	High-risk
955	Rodentia	Alticola semicanus	53.2	Herbivore	Palearctic	1139.602134	0	0	97.09966313	92.40972149	2929.266761	36.22183955	21.18384	25.06554	Low-risk
956	Rodentia	Alticola stoliczkanus	27.5	Herbivore	Indomalayan|Palearctic	2275.803169	0.80565858	1.207967339	29.12263092	48.07650166	16434.19345	50.83378236	23.41097	27.12334	Low-risk
958	Rodentia	Alticola strelzowi	50	Herbivore	Palearctic	2727.41687	0	0	93.63726509	84.21194202	2174.145779	47.89719346	20.85	17	Low-risk
959	Rodentia	Alticola tuvinicus	33.2	Herbivore	Palearctic	961.1974814	0	0	54.01110311	41.99080218	1773.496803	35.08926095	22.74936	25.6645	Low-risk
1087	Afrosoricida	Neamblysomus gunningi	28.1	Invertebrate carnivore	Afrotropical	1068.758502	0.499306519	0.493358634	89.26490985	89.14611006	400.2249456	73.09050651	60.58308	34.38227	High-risk
1089	Afrosoricida	Neamblysomus julianae	22	Invertebrate carnivore	Afrotropical	460.9281065	0.120134551	0.638888889	98.84670831	97.45833333	1279.58493	36.30810914	81.93621333	60.45999	High-risk
1137	Chiroptera	Ametrida centurio	10.3	Herbivore	Neotropical	3485.710809	1.472073236	1.995455348	18.68063392	67.15929333	2759.076599	71.09358054	124.5504904	57.72889202	Low-risk
1141	Cetartiodactyla	Ammodorcas clarkei	28049.8	Herbivore	Afrotropical	6163.675573	4.555637259	1.933924255	85.9192503	95.02705192	14597.46358	69.18850997	200	91.62917	High-risk
1149	Rodentia	Ammospermophilus nelsoni	160.4	Omnivore	Nearctic	769.7266318	0.075443229	0.059241706	99.84911354	99.52606635	544.4310403	61.4826577	26	29.83	High-risk
1151	Cetartiodactyla	Ammotragus lervia	48000	Herbivore	Afrotropical|Palearctic	37359.48476	1.474620273	0.1292922	32.84515273	81.88405797	2852.53208	95.33712946	156.24	121.66	High-risk
1154	Chiroptera	Amorphochilus schnablii	3.3	Invertebrate carnivore	Neotropical	8031.288163	1.717510854	5.98923284	83.07322721	90.37685061	566.8243011	97.38814878	69.34060529	38.12093724	High-risk
1264	Rodentia	Andalgalomys olrogi	32.9	Herbivore	Neotropical	3156.8769	0.683597796	5.572989936	58.81219704	46.10972838	1404.92805	83.88957142	22.38454	26.17014	Low-risk
1265	Rodentia	Andalgalomys pearsoni	25.4	Omnivore	Neotropical	455.9554539	5.901152836	2.8589726	60.54103413	36.92344053	8806.83567	6.30104965	22.92502	26.4746	Low-risk
1271	Rodentia	Andinomys edax	69.7	Herbivore	Neotropical	2022.829922	0.514198308	0.634472371	89.78207248	84.1344253	1210.478294	76.91617056	27.70317	27.9141	Low-risk
1307	Rodentia	Anisomys imitator	510.5	Herbivore	Australasian	922.8567642	15.9453075	19.24674105	68.72297406	61.01903008	1386.859761	54.64823262	45.45465	52.40103	Low-risk
1550	Rodentia	Anomalurus derbianus	650	Omnivore	Afrotropical	1802.039076	6.24663175	3.329865045	82.41305283	88.28490073	2403.769449	70.11673037	102.02041	46.12387	Low-risk
1551	Rodentia	Anomalurus pelii	1770	Omnivore	Afrotropical	921.4990665	1.115155364	0.059255967	98.5513973	99.71791691	1885.480431	33.64726296	49.307	61.197	High-risk
1553	Rodentia	Anomalurus pusillus	250	Omnivore	Afrotropical	1899.9178	16.53723452	8.44463889	69.03991867	86.61159293	976.7566195	79.01763918	50.49808	46.53178	Low-risk
1564	Rodentia	Anotomys leander	66.4	Vertebrate carnivore	Neotropical	446.4505807	5.766312595	4.667081518	82.24582701	82.23397635	2461.375752	9.426984712	71.71524	82.91751	High-risk
1566	Chiroptera	Anoura cultrata	16.9	Omnivore	Neotropical	1183.619935	3.313011091	1.116459633	74.99136478	91.61982283	1056.19155	63.03852998	119.1646595	54.31431737	High-risk
1568	Chiroptera	Anoura latidens	14.7	Omnivore	Neotropical	1809.385806	0.712364614	0.858671349	44.48694458	84.93014413	3680.847766	55.72297899	118.8995617	55.02283153	Low-risk
1569	Chiroptera	Anoura luismanueli	8.5	Omnivore	Neotropical	708.4168731	0.742123272	0.479087817	99.24898902	99.4139159	3909.092537	26.36121111	117.2758018	77.33529381	Low-risk
1581	Dasyuromorphia	Antechinomys laniger	25	Omnivore	Australasian	16537.48864	0.009244048	0	46.94606362	32.46426706	3992.701607	85.22172676	11.74	91.24	Low-risk
1583	Dasyuromorphia	Antechinus godmani	76.5	Omnivore	Australasian	854.0518133	0	0	48.24324324	44.15525114	1390.575275	40.08341511	28.94946	111.68	Low-risk
1584	Dasyuromorphia	Antechinus leo	74	Omnivore	Australasian	1465.125576	0.028677947	0	15.54344709	7.820512821	531.5600996	82.1137183	30.99	76.78	Low-risk
1587	Dasyuromorphia	Murexia naso	48.4	Omnivore	Australasian	783.3970708	15.23223495	20.93750521	69.55480938	51.48856681	3908.612781	34.1177232	26.288442	140.82912	Low-risk
1589	Dasyuromorphia	Murexia habbema	34.8	Invertebrate carnivore	Australasian	916.4503919	10.17492272	10.39773346	73.89353842	61.76528277	3433.990684	36.65915576	29.8275475	94.7584	Low-risk
1590	Dasyuromorphia	Antechinus agilis	24	Omnivore	Australasian	1130.412437	0.002090126	0	87.30875345	97.18133093	1558.449721	58.45284836	27	89.99	Low-risk
1591	Dasyuromorphia	Murexia melanurus	47.8	Omnivore	Australasian	837.2650029	18.79026485	11.55153293	49.02897513	51.96937717	987.770691	57.88846353	29.01709	145.51392	Low-risk
1676	Cetartiodactyla	Antidorcas marsupialis	31500	Herbivore	Afrotropical	6209.665102	0.807763741	0.480893066	76.34068993	75.42002206	1701.560428	78.97114575	169.49	57.45	Low-risk
1677	Cetartiodactyla	Antilocapra americana	46082.9	Herbivore	Nearctic	1590.321984	0.104401548	0.044654538	94.84008804	94.36733396	900.5460649	46.20909518	247.99	87.54	Low-risk
1681	Cetartiodactyla	Antilope cervicapra	37500	Herbivore	Indomalayan	1134.086145	0.002311978	0.003902246	99.96532032	99.89201845	12870.79718	2.46499141	166.59	59.5	Low-risk
1789	Chiroptera	Bauerus dubiaquercus	22.9	Omnivore	Neotropical	2015.204414	3.092807919	1.183071535	78.82871149	94.01787492	995.1253369	66.26539473	78.7305137	45.44359442	High-risk
1790	Chiroptera	Antrozous pallidus	20.8	Omnivore	Nearctic|Neotropical	3612.045292	0.344270736	0.316233025	87.41891797	87.90940461	2010.150393	66.02687483	59.01	61.1	Low-risk
1793	Carnivora	Aonyx capensis	18999.8	Omnivore	Afrotropical	2155.828109	2.356951061	1.570463358	87.02598528	91.136709	9565.038409	10.8285453	62.99	53	High-risk
1794	Carnivora	Aonyx congicus	23800.2	Vertebrate carnivore	Afrotropical	1646.011815	9.783989835	7.586683874	72.16841649	77.29131846	2622.935214	25.62793153	62.73	75.04304	High-risk
1802	Primates	Aotus miconax	800	Omnivore	Neotropical	1102.457517	3.466691652	2.197149644	46.57547081	69.78983786	4155.716472	35.43893141	142.6996	116.30014	High-risk
1807	Primates	Aotus griseimembra	966	Omnivore	Neotropical	1299.09894	0	0.006400468	99.99040422	99.64523119	1826.76809	53.39827328	175.01259	354.86932	High-risk
1808	Primates	Aotus lemurinus	873	Omnivore	Neotropical	879.3452029	1.76371553	1.058805771	92.42844702	94.20675824	1279.461969	48.18698291	132.23	74.57	High-risk
1869	Rodentia	Aplodontia rufa	1004	Herbivore	Nearctic	2018.18481	0.026870163	0	85.53505823	67.20602989	933.5405012	84.00453171	30	58.4	Low-risk
1888	Rodentia	Apodemus agrarius	23.3	Omnivore	Indomalayan|Palearctic	864.7822282	0	0	87.83404609	93.90734901	2775.521666	53.24978103	19.89	27	Low-risk
1890	Rodentia	Apodemus chevrieri	32.9	Omnivore	Indomalayan|Palearctic	531.7306856	0.00248062	0.117516485	98.93581395	97.89107652	12135.58063	11.11614618	23.2279	26.32457	Low-risk
1891	Rodentia	Apodemus draco	22.3	Omnivore	Indomalayan|Palearctic	877.0886036	0.719926868	0.1498166	91.03178528	97.94161771	15759.54279	18.4728322	23.14556	26.6688	Low-risk
1892	Rodentia	Apodemus flavicollis	39	Omnivore	Palearctic	894.4257854	0	0	99.24126081	99.1714406	2116.313954	37.45617202	24.5	22	Low-risk
1894	Rodentia	Apodemus gurkha	39.9	Omnivore	Indomalayan|Palearctic	558.2375419	0	0	99.15611814	94.18604651	917.0125353	28.59596393	23.21361	26.35438	Low-risk
1896	Rodentia	Apodemus hyrcanicus	28.5	Omnivore	Palearctic	1318.849329	0	0.008722198	100	99.85753743	3918.595742	29.46643838	23.55813	26.29195	High-risk
1897	Rodentia	Apodemus latronum	35.2	Omnivore	Indomalayan|Palearctic	615.3505602	0.904189259	0.725157638	84.3031533	86.49722568	4117.04998	24.52169084	23.24345	26.23306	Low-risk
1898	Rodentia	Apodemus mystacinus	45.6	Omnivore	Palearctic	806.076334	0	0	99.9406163	99.15409461	3186.095478	17.46622447	23	24.62112	Low-risk
1899	Rodentia	Apodemus peninsulae	32.9	Omnivore	Palearctic	2645.020923	0	0.343394856	61.23410067	77.46500185	5461.926594	86.94923661	22.85321	20.1664	Low-risk
1900	Rodentia	Apodemus ponticus	33.8	Omnivore	Palearctic	816.1613336	0.017658017	0.013239037	99.69804791	99.09632894	1772.71091	32.54332788	22.99629	26.66214	Low-risk
1901	Rodentia	Apodemus rusiges	30.1	Omnivore	Palearctic	427.167276	0.100758653	0.732429969	99.79848269	97.78820653	3476.088768	14.8896856	23.07719	26.84109	Low-risk
1902	Rodentia	Apodemus semotus	28.8	Omnivore	Indomalayan	661.9869229	0	0	81.87086093	97.08969136	3891.857319	11.06971412	23.04657	26.47936	Low-risk
1903	Rodentia	Apodemus speciosus	33.8	Omnivore	Palearctic	1691.619486	0	0	99.97841322	99.08978857	483.7926297	94.14658481	24.48773	23.7902	Low-risk
1904	Rodentia	Apodemus sylvaticus	30.5	Omnivore	Palearctic	2712.992825	0.011285673	0	98.97362835	90.8470701	756.7822814	93.440454	23.68	19.36	Low-risk
